Metric,Value
Precision,0.9461538461538461
Recall,0.9318181818181818
F1 Score,0.9389312977099237
Accuracy,0.9392295170916983
ROC AUC,0.9852712575781128
Loss,0.15640126245260447
Average Pre-processing Time,-1.0
Average Inference Time,2.7373764609359104e-05
