Metric,Value
Precision,0.997828447339848
Recall,0.9945887445887446
F1 Score,0.9962059620596206
Accuracy,0.9962018448182312
ROC AUC,0.9999752695617765
Loss,0.008358086501676232
Average Pre-processing Time,-1.0
Average Inference Time,3.219401131359313e-05
