Metric,Value
Precision,0.9642470205850487
Recall,0.9632034632034632
F1 Score,0.9637249593936112
Accuracy,0.9636462289744981
ROC AUC,0.994826627851655
Loss,0.09290298913533249
Average Pre-processing Time,-1.0
Average Inference Time,1.6944795216287665e-05
