Metric,Value
Precision,0.9324618736383442
Recall,0.9264069264069265
F1 Score,0.9294245385450597
Accuracy,0.9294628323385784
ROC AUC,0.9815628694845234
Loss,0.1745910999427729
Average Pre-processing Time,-1.0
Average Inference Time,2.8167544534137826e-05
