Metric,Value
Precision,0.7342657342657343
Recall,0.8333333333333334
F1 Score,0.7806691449814126
Accuracy,0.7822878228782287
Loss,0.41357871890068054
Training Accuracy,0.7195122241973877
Training Loss,2.0302398204803467
Average Pre-processing Time,0.04608185615765273
Average Inference Time,0.009781430128315718
