Metric,Value
Precision,0.9765625
Recall,0.9920634920634921
F1 Score,0.9842519685039369
Accuracy,0.985239852398524
Loss,0.06164446473121643
Training Accuracy,0.9878048896789551
Training Loss,0.24181509017944336
Average Pre-processing Time,0.018783943892936028
Average Inference Time,0.010150325254320658
