Metric,Value
Precision,0.7323943661971831
Recall,0.8253968253968254
F1 Score,0.7761194029850745
Accuracy,0.7785977859778598
Loss,0.42714884877204895
Training Accuracy,0.7439024448394775
Training Loss,1.9353917837142944
Average Pre-processing Time,0.007740315248274944
Average Inference Time,0.009534656341665346
