Metric,Value
Precision,0.9334038054968288
Recall,0.9556277056277056
F1 Score,0.9443850267379679
Accuracy,0.9435702658708627
ROC AUC,0.9894601227571848
Loss,0.2326886691031178
Average Pre-processing Time,-1.0
Average Inference Time,1.1884318831428781e-05
