Metric,Value
Precision,0.9881209503239741
Recall,0.9902597402597403
F1 Score,0.9891891891891892
Accuracy,0.989148128052089
ROC AUC,0.9997138335005582
Loss,0.07635366802046141
Average Pre-processing Time,-1.0
Average Inference Time,4.287899284342095e-05
