Metric,Value
Precision,0.7380688124306326
Recall,0.7196969696969697
F1 Score,0.7287671232876712
Accuracy,0.7314161692892024
ROC AUC,0.8010400915732799
Loss,0.5331595148647124
Average Pre-processing Time,-1.0
Average Inference Time,6.614556729114385e-05
