Metric,Value
Precision,0.852910052910053
Recall,0.8722943722943723
F1 Score,0.8624933119315141
Accuracy,0.8605534454693434
ROC AUC,0.9470415330045362
Loss,0.39175589213843093
Average Pre-processing Time,-1.0
Average Inference Time,1.6873515434906785e-05
