Metric,Value
Precision,0.8970276008492569
Recall,0.9145021645021645
F1 Score,0.9056806002143623
Accuracy,0.9045035268583831
ROC AUC,0.9684392502673242
Loss,0.3585212809061864
Average Pre-processing Time,-1.0
Average Inference Time,5.903337160918742e-05
