Metric,Value
Precision,0.9956331877729258
Recall,0.987012987012987
F1 Score,0.991304347826087
Accuracy,0.9913185024416712
ROC AUC,0.9997079453009812
Loss,0.0709855585845322
Average Pre-processing Time,-1.0
Average Inference Time,3.729058036452328e-05
