Metric,Value
Precision,0.9012875536480687
Recall,0.9090909090909091
F1 Score,0.9051724137931034
Accuracy,0.9045035268583831
ROC AUC,0.9702963884139074
Loss,0.3337802887691197
Average Pre-processing Time,-1.0
Average Inference Time,5.7965339168024915e-05
