sp_mean,sp_std,sp_rms,sp_kurtosis,sp_skew
0.09051863647028757,-1.020272798838095,-1.0202659171309367,-0.003293234557795345,-2.360368203081978
0.04961514532226603,-1.0253359527994528,-1.025328837488581,0.056519565997771214,-2.547495834814398
0.10577024556873312,-1.029162138716443,-1.029155203903793,0.06348748672582384,-2.424079280201975
0.0839551834142461,-1.0308966873256398,-1.0308896574454491,0.054740080064202126,-2.0859411786733553
0.10888989881023857,-1.030909229903774,-1.0309022498479987,0.07241789606779901,-2.2473517811813433
0.0778022890358412,-1.0198838040194242,-1.019876901837886,-0.024457795444918672,-2.0979257008185974
0.19883349515069154,-1.0183930361569529,-1.0183857265177092,-0.038605612706758864,-1.9520733145849547
0.09319688479389943,-1.0169998355606455,-1.0169929918047658,-0.017951214605256054,-1.590163211257646
0.05062986309316679,-1.0233741136856986,-1.0233670211231123,0.009357409804708531,-1.90569464554373
0.11747421305245904,-1.025518694664939,-1.0255117521295845,-0.020890927326429703,-1.8848229217379402
0.0351569417080143,-1.0300664036324514,-1.0300591085455395,-0.0251619619434405,-1.9196866174489455
0.12126949160297723,-1.0300591829051988,-1.0300521877211224,0.002338185875666112,-2.169355899085852
0.06647778426981771,-1.0259462666561983,-1.0259391942383522,0.017499297065593958,-1.7412813724360365
0.09370124736127805,-1.0269558692403626,-1.0269489100404114,0.008440818453514356,-1.8970449882585139
0.020056882795083508,-1.028323909724755,-1.0283164599482557,-0.023292343598724535,-1.8556129576958789
0.12713480153053056,-1.0280158420187873,-1.028008845543115,0.003207451695917914,-2.0097781753371757
0.1242795801174929,-1.0269790305350448,-1.0269720460816039,-0.0158516491871629,-1.602227047825398
0.09704659068868488,-1.0269631399380459,-1.026956205638714,-0.035686164504798855,-1.7994298882268789
0.13961569780236893,-1.029863223860762,-1.0298562059639809,-0.006394631554628929,-2.062122630946648
0.11753965776871227,-1.034689043260969,-1.0346820443617177,-0.00783855091654783,-1.7206640340569026
0.06969892797405422,-1.0302545173192503,-1.0302474199304927,-0.014274113488122218,-1.467117893481873
0.13028108817152761,-1.033179511501727,-1.0331724801362305,-0.010271000760800512,-1.5412735675390383
0.17338049371312778,-1.0321928703305219,-1.032185625541181,-0.02924973152037667,-1.5575782120145862
0.09059634939918919,-1.0270802956130891,-1.0270733599552917,-0.0541611449842548,-1.8382563358591912
0.03178173595922734,-1.028690617731283,-1.0286833136122162,-0.04077254729634725,-1.7174421920661225
0.1853213301145819,-1.027501346463127,-1.0274940561341221,-0.0961756252318309,-1.3944042740875382
0.012045273796532942,-1.0294448214435572,-1.0294372587299492,-0.048073271949234796,-1.5750649647783606
0.11895141618170987,-1.0316056677980276,-1.0315987046517106,-0.020555665586457834,-1.5630254342058265
0.046560504896312645,-1.0282400093714184,-1.0282328104170333,-0.052814188080493166,-1.4696115787605921
0.17080515018829248,-1.0318051247726212,-1.0317979094642664,-0.02824892373245776,-1.925461421163478
0.05301246927225381,-1.031318912480802,-1.0313117527801186,-0.04548525405415156,-1.5546903980531281
0.1302089566992515,-1.0335395484557413,-1.033532487930551,-0.016242219776765023,-1.4881475963630688
0.13410520221240202,-1.0315979973368976,-1.0315909593247454,-0.05003959974382029,-1.636101310961452
0.00452026522440037,-1.030729761101506,-1.0307221085337472,-0.010337039739981175,-1.6779975282812212
0.1627480508933646,-1.0307729355537292,-1.0307658071687855,-0.029577971881185446,-1.8940521344432333
0.10589800789958351,-1.0296671149050327,-1.0296600992822111,-0.0641141440083161,-1.6786195390504377
0.06759755637202476,-1.0324994139383497,-1.0324923404889967,-0.0159177134593485,-1.1182110625388986
0.11321675600157266,-1.0368463916852824,-1.0368393178008883,-0.041924470339531714,-1.8060105719816613
0.08411289111481998,-1.03724807899338,-1.03724097546634,-0.047718198099929665,-1.7059050741562656
0.09082488786059362,-1.0376889681044512,-1.0376818844500568,-0.05041104898339953,-1.6755665353322329
0.17594016356326708,-1.0331853330569167,-1.0331780517746603,-0.060049273580611746,-1.9648837189655481
0.16940568644999146,-1.034840203814181,-1.034832928327982,-0.05253284630058582,-1.7200525431600284
0.10312375882734444,-1.0371729484506513,-1.037165870779705,-0.03083687503459481,-1.944281397210289
0.026797499263743533,-1.0383066775849572,-1.038299187009171,-0.06322416622369267,-1.4989830309693015
0.13734017742567217,-1.0397105468682433,-1.0397034147879334,-0.0913146273056132,-1.77529116758398
0.17281487761082046,-1.0393798425571168,-1.0393724894471206,-0.08366897114306264,-1.239793756790886
0.029839747308976268,-1.0409509129019061,-1.0409433916651858,-0.06446419160055647,-1.5016948060033857
0.1823887977922209,-1.041484497162137,-1.0414770696780031,-0.06426868588528623,-1.2503063503488692
0.01012922609567477,-1.0357085399904344,-1.0357008796616551,-0.08084665888127449,-1.6747425451143412
0.21786915271351273,-1.0362655603827169,-1.036257768670442,-0.07695933492330663,-1.1871684514850076
-0.011102773324580385,-1.0352071366876476,-1.0351992073386516,-0.09063037067211188,-1.3887072406034648
0.24804560939720993,-1.0331082536673863,-1.0331000238517187,-0.08124994620382395,-1.3432604920106395
-0.0317790045955385,-1.0296414800740252,-1.0296333154418675,-0.11144236520941336,-1.4127056297309395
0.1675518856286401,-1.0355851879819702,-1.0355779288423166,-0.09491200084698469,-1.2980166874359715
0.07516258980981273,-1.035662717105378,-1.0356556069762983,-0.07707040063773495,-1.1844804705214949
0.06053372430462802,-1.036778456884591,-1.0367712588632987,-0.0777424943028182,-1.5385495973504517
0.09106427576175513,-1.0366838378738448,-1.0366767658743252,-0.09889006980591598,-1.4644215787194392
0.12292120481563022,-1.0370152917414335,-1.0370082408835033,-0.07269528224188797,-1.3398419981409018
0.025527084827828794,-1.0361681430278453,-1.0361606772491962,-0.04441125968053776,-1.539267376374458
0.13855415238388627,-1.0378272362865133,-1.0378201010589942,-0.09364465356151942,-1.156098802602353
0.05125173343883741,-1.0335151878707194,-1.0335079277485941,-0.10832371059901294,-1.4055422023209403
0.19159146765079693,-1.0342827087028057,-1.034275239801573,-0.09330325584122919,-1.615595780889461
