sp_mean,sp_std,sp_rms,sp_kurtosis,sp_skew
0.10713115121472597,-1.1140157774540043,-1.1140004309401643,0.2558713885153886,-2.5301618435412365
0.06761164884873394,-1.119679746749168,-1.1196639595946043,0.32905801746573415,-2.729888852019858
0.12577815956833893,-1.1242660876932347,-1.1242505110131984,0.32322888072453776,-2.5951409070719236
0.10244343056099019,-1.126141643313713,-1.126125979739075,0.3193553075098577,-2.25236431885258
0.1260028142126514,-1.1255196375460161,-1.1255040551079845,0.3326922505827018,-2.3848805521373304
0.08534222497078768,-1.1145274432496632,-1.1145119509071117,0.22112137131280418,-2.281561471756575
0.21512718608822728,-1.111651304700933,-1.1116352052433953,0.21365402292752264,-2.089173961760196
0.11249260923880443,-1.1105436060206058,-1.110528337472844,0.21499535421514981,-1.6365550715097659
0.05865190686602733,-1.1182491782642983,-1.1182333336728645,0.23845364261203494,-2.0307852023149042
0.13201392328643025,-1.1212745265479431,-1.121259017042093,0.2373034048386959,-2.0275186011236306
0.0555273581602024,-1.1264998228049241,-1.1264837257791644,0.21632274928460213,-2.030650072472075
0.14014743035540478,-1.1244571675068245,-1.1244415865361752,0.24120466126430334,-2.262714654138222
0.07809433770063819,-1.120674239484158,-1.1206585419482666,0.25651405550527917,-1.8167978611402413
0.11176116548601576,-1.1222299032254757,-1.1222143722670637,0.2461773545923809,-2.002789155464254
0.03611629698850642,-1.1238298999912728,-1.1238135718485753,0.224945376129759,-2.0388423549582275
0.14029331518821322,-1.123660449319929,-1.1236448862392354,0.2480449943276169,-2.146575848811476
0.14095909986687025,-1.1228031874470779,-1.122787598835994,0.22316677907881474,-1.6892954357655365
0.10791312828364497,-1.1223133746978289,-1.1222978194751883,0.1897842077389199,-1.9499836449117371
0.15451781985037974,-1.125840313089751,-1.125824678671264,0.2295907997404639,-2.16686447425764
0.13241437952470483,-1.132016351208069,-1.1320006228891968,0.22582761741936813,-1.7551220626031638
