Metric,Value
Precision,0.8642857142857143
Recall,0.9603174603174603
F1 Score,0.9097744360902256
Accuracy,0.9114391143911439
Loss,0.29584383964538574
Training Accuracy,0.8982423681776133
Training Loss,0.3195606167656503
Average Pre-processing Time,0.006679732065934401
Average Inference Time,0.009834119754523809
