Metric,Value
Precision,0.7569444444444444
Recall,0.8650793650793651
F1 Score,0.8074074074074075
Accuracy,0.8081180811808119
Loss,0.3968735337257385
Training Accuracy,0.7687326549491211
Training Loss,0.409290858328594
Average Pre-processing Time,0.052307727245184094
Average Inference Time,0.006076472271852388
