Metric,Value
Precision,0.9841269841269841
Recall,0.9841269841269841
F1 Score,0.9841269841269841
Accuracy,0.985239852398524
Loss,0.14742854237556458
Training Accuracy,0.9722479185938946
Training Loss,0.16648551927893238
Average Pre-processing Time,0.07052479798977192
Average Inference Time,0.006093686797082204
