Metric,Value
Precision,0.976
Recall,0.9682539682539683
F1 Score,0.9721115537848605
Accuracy,0.974169741697417
Loss,0.15329964458942413
Training Accuracy,0.9620721554116559
Training Loss,0.1713711765795519
Average Pre-processing Time,0.016637880773939323
Average Inference Time,0.006242197817981903
